Sequence_Name,GenBank_Accn,Sequence_Length
Contig3653,PTTO01004150.1,58989
Contig3654,PTTO01003494.1,36967
Contig3655,PTTO01002875.1,56406
Contig3656,PTTO01002368.1,97136
Contig3657,PTTO01002159.1,12038
Contig3658,PTTO01001661.1,47074
Contig3659,PTTO01000811.1,47871
Contig366,PTTO01002115.1,190307
Contig3660,PTTO01003579.1,44961
Contig3661,PTTO01004052.1,12042
Contig3662,PTTO01000437.1,10444
Contig3663,PTTO01003173.1,51384
Contig3664,PTTO01003706.1,15676
Contig3665,PTTO01001297.1,44669
Contig3666,PTTO01002591.1,8593
Contig3667,PTTO01000110.1,6793
Contig3668,PTTO01000599.1,10796
Contig3669,PTTO01000067.1,55605
Contig367,PTTO01002908.1,810054
Contig3670,PTTO01001165.1,36353
Contig3671,PTTO01000779.1,91547
Contig3672,PTTO01000905.1,19188
Contig3673,PTTO01001659.1,23213
Contig3674,PTTO01000555.1,52243
Contig3675,PTTO01000070.1,13960
Contig3676,PTTO01004143.1,20805
Contig3677,PTTO01002985.1,19847
Contig3678,PTTO01002271.1,14114
Contig3679,PTTO01002208.1,25452
Contig368,PTTO01000812.1,3562687
Contig3680,PTTO01001685.1,55866
Contig3681,PTTO01004185.1,24917
Contig3682,PTTO01003666.1,27659
Contig3683,PTTO01002765.1,40249
Contig3684,PTTO01002249.1,44398
Contig3685,PTTO01002113.1,19750
Contig3686,PTTO01001657.1,7199
Contig3687,PTTO01000856.1,32178
Contig3688,PTTO01000218.1,28629
Contig3689,PTTO01003515.1,18846
Contig369,PTTO01001643.1,64795
Contig3690,PTTO01004365.1,42338
Contig3691,PTTO01001557.1,31472
Contig3692,PTTO01003153.1,24680
Contig3693,PTTO01001773.1,74182
Contig3694,PTTO01001163.1,33967
Contig3695,PTTO01000737.1,43579
Contig3696,PTTO01000162.1,7205
Contig3697,PTTO01004421.1,1124
Contig3698,PTTO01003742.1,29982
Contig3699,PTTO01003263.1,11577
Contig37,PTTO01000974.1,31464621
Contig370,PTTO01001289.1,198114
Contig3700,PTTO01002493.1,37895
Contig3701,PTTO01004056.1,42303
Contig3702,PTTO01002970.1,54279
Contig3703,PTTO01003213.1,51690
Contig3704,PTTO01000297.1,26940
Contig3705,PTTO01002228.1,14175
Contig3706,PTTO01001104.1,56596
Contig3707,PTTO01000448.1,26281
Contig3708,PTTO01004144.1,16885
Contig3709,PTTO01003399.1,32962
Contig371,PTTO01001939.1,153412
Contig3710,PTTO01003407.1,10591
Contig3711,PTTO01004097.1,5790
Contig3712,PTTO01000434.1,4945
Contig3713,PTTO01001071.1,28583
Contig3714,PTTO01000889.1,22532
Contig3715,PTTO01000703.1,29906
Contig3716,PTTO01001113.1,70932
Contig3717,PTTO01001744.1,14301
Contig3718,PTTO01003288.1,57427
Contig3719,PTTO01003932.1,10324
Contig372,PTTO01002333.1,1057580
Contig3720,PTTO01001259.1,23788
Contig3721,PTTO01001907.1,137755
Contig3722,PTTO01000054.1,58040
Contig3723,PTTO01000700.1,6272049
Contig3724,PTTO01001042.1,15227
Contig3725,PTTO01001677.1,37193
Contig3726,PTTO01002009.1,53453
Contig3727,PTTO01002651.1,18995
Contig3728,PTTO01003033.1,35049
Contig3729,PTTO01003792.1,10146
Contig373,PTTO01003266.1,2866279
Contig3730,PTTO01000849.1,4795
Contig3731,PTTO01000343.1,83447
Contig3732,PTTO01004178.1,41953
Contig3733,PTTO01003635.1,10726
Contig3734,PTTO01000979.1,63156
Contig3735,PTTO01000331.1,42105
Contig3736,PTTO01003995.1,35126
Contig3737,PTTO01003493.1,115159
Contig3738,PTTO01003674.1,20858
Contig3739,PTTO01002880.1,33650
Contig374,PTTO01001325.1,83140
Contig3740,PTTO01002969.1,36617
Contig3741,PTTO01001528.1,38352
Contig3742,PTTO01004312.1,43443
Contig3743,PTTO01002693.1,34381
Contig3744,PTTO01000087.1,769
Contig3745,PTTO01000564.1,47221
Contig3746,PTTO01001327.1,33364
Contig3747,PTTO01001815.1,3702
Contig3748,PTTO01002582.1,32328
Contig3749,PTTO01003376.1,89303
Contig375,PTTO01001786.1,4709328
Contig3750,PTTO01002948.1,43350
Contig3751,PTTO01003869.1,21779
Contig3752,PTTO01004553.1,21690
Contig3753,PTTO01000304.1,39771
Contig3754,PTTO01000956.1,38902
Contig3755,PTTO01000682.1,29767
Contig3756,PTTO01001373.1,15916
Contig3757,PTTO01001731.1,52928
Contig3758,PTTO01002307.1,49330
Contig3759,PTTO01003272.1,3284
Contig376,PTTO01000898.1,211078
Contig3760,PTTO01004135.1,50722
Contig3761,PTTO01004353.1,40490
Contig3762,PTTO01002656.1,44870
Contig3763,PTTO01002862.1,80438
Contig3764,PTTO01003721.1,25255
Contig3765,PTTO01004483.1,76968
Contig3766,PTTO01000226.1,16947
Contig3767,PTTO01000269.1,39515
Contig3768,PTTO01001218.1,53433
Contig3769,PTTO01001871.1,58042
Contig377,PTTO01000725.1,105570
Contig3770,PTTO01004271.1,16581
Contig3771,PTTO01002753.1,16226
Contig3772,PTTO01000240.1,34745
Contig3773,PTTO01000719.1,60135
Contig3774,PTTO01000574.1,37861
Contig3775,PTTO01004454.1,25588
Contig3776,PTTO01001868.1,32189
Contig3777,PTTO01000119.1,45475
Contig3778,PTTO01003186.1,47706
Contig3779,PTTO01001347.1,25894
Contig378,PTTO01004536.1,170223
Contig3780,PTTO01001877.1,9558
Contig3781,PTTO01000934.1,20829
Contig3782,PTTO01002225.1,13218
Contig3783,PTTO01001570.1,6197
Contig3784,PTTO01002896.1,36648
Contig3785,PTTO01002846.1,77248
Contig3786,PTTO01004224.1,47269
Contig3787,PTTO01003558.1,19961
Contig3788,PTTO01001037.1,34492
Contig3789,PTTO01000295.1,35028
Contig379,PTTO01000290.1,123636
Contig3790,PTTO01001266.1,15424
Contig3791,PTTO01002912.1,56849
Contig3792,PTTO01000028.1,22728
Contig3793,PTTO01001634.1,64850
Contig3794,PTTO01003966.1,27409
Contig3795,PTTO01001036.1,11883
Contig3796,PTTO01002497.1,18706
Contig3797,PTTO01004291.1,55669
Contig3798,PTTO01001865.1,60989
Contig3799,PTTO01001351.1,21149
Contig38,PTTO01002793.1,14533913
Contig380,PTTO01002942.1,252618
Contig3800,PTTO01001184.1,33221
Contig3801,PTTO01000681.1,105813
Contig3802,PTTO01000310.1,17067
Contig3803,PTTO01004342.1,20326
Contig3804,PTTO01003878.1,94470
Contig3805,PTTO01003322.1,48486
Contig3806,PTTO01002855.1,27062
Contig3807,PTTO01003631.1,28722
Contig3808,PTTO01000835.1,56971
Contig3809,PTTO01002632.1,28965
Contig381,PTTO01001152.1,194950
Contig3810,PTTO01001147.1,37252
Contig3811,PTTO01004137.1,19143
Contig3812,PTTO01003656.1,63063
Contig3813,PTTO01002838.1,65596
Contig3814,PTTO01002348.1,51132
Contig3815,PTTO01002147.1,13588
Contig3816,PTTO01001629.1,3940
Contig3817,PTTO01000957.1,54444
Contig3818,PTTO01001867.1,5825
Contig3819,PTTO01002534.1,21814
Contig382,PTTO01002845.1,94668
Contig3820,PTTO01002787.1,4680
Contig3821,PTTO01000693.1,76332
Contig3822,PTTO01003491.1,82670
Contig3823,PTTO01000395.1,133203
Contig3824,PTTO01000217.1,53410
Contig3825,PTTO01001664.1,46674
Contig3826,PTTO01002031.1,45508
Contig3827,PTTO01003950.1,5817
Contig3828,PTTO01004424.1,15773
Contig3829,PTTO01000168.1,43434
Contig383,PTTO01002323.1,128097
Contig3830,PTTO01002449.1,46313
Contig3831,PTTO01000918.1,24220
Contig3832,PTTO01000698.1,13977
Contig3833,PTTO01002171.1,12686
Contig3834,PTTO01001388.1,48351
Contig3835,PTTO01001234.1,73015
Contig3836,PTTO01003317.1,46963
Contig3837,PTTO01002446.1,7368
Contig3838,PTTO01003997.1,32998
Contig3839,PTTO01002098.1,43087
Contig384,PTTO01004155.1,149635
Contig3840,PTTO01001597.1,38563
Contig3841,PTTO01002263.1,36193
Contig3842,PTTO01002816.1,17164
Contig3843,PTTO01002916.1,22374
Contig3844,PTTO01003603.1,13202
Contig3845,PTTO01004254.1,81386
Contig3846,PTTO01000265.1,22934
Contig3847,PTTO01001573.1,87535
Contig3848,PTTO01002260.1,36181
Contig3849,PTTO01002926.1,20018
Contig385,PTTO01003659.1,157029
Contig3850,PTTO01001487.1,29355
Contig3851,PTTO01002698.1,18926
Contig3852,PTTO01003370.1,23863
Contig3853,PTTO01003807.1,1627
Contig3854,PTTO01003607.1,90869
Contig3855,PTTO01000174.1,18810
Contig3856,PTTO01000554.1,32094
Contig3857,PTTO01001190.1,25381
Contig3858,PTTO01002108.1,41517
Contig3859,PTTO01002777.1,33949
Contig386,PTTO01002788.1,654897
Contig3860,PTTO01000243.1,20395
Contig3861,PTTO01000371.1,10320
Contig3862,PTTO01004327.1,14075
Contig3863,PTTO01002486.1,27607
Contig3864,PTTO01003300.1,92569
Contig3865,PTTO01001508.1,97883
Contig3866,PTTO01001653.1,5547
Contig3867,PTTO01000079.1,40273
Contig3868,PTTO01000381.1,22439
Contig3869,PTTO01004529.1,54612
Contig387,PTTO01003275.1,890472
Contig3870,PTTO01000587.1,69498
Contig3871,PTTO01003959.1,87967
Contig3872,PTTO01004202.1,46682
Contig3873,PTTO01002400.1,63341
Contig3874,PTTO01001507.1,51918
Contig3875,PTTO01002168.1,34483
Contig3876,PTTO01001922.1,28848
Contig3877,PTTO01000877.1,33945
Contig3878,PTTO01003679.1,17628
Contig3879,PTTO01004117.1,75993
Contig388,PTTO01003796.1,16476
Contig3880,PTTO01000778.1,35751
Contig3881,PTTO01003798.1,59277
Contig3882,PTTO01004426.1,106204
Contig3883,PTTO01002797.1,5439
Contig3884,PTTO01001174.1,63601
Contig3885,PTTO01001771.1,23411
Contig3886,PTTO01000231.1,38154
Contig3887,PTTO01000718.1,2067
Contig3888,PTTO01003775.1,102106
Contig3889,PTTO01004311.1,15264
Contig389,PTTO01004322.1,13627
Contig3890,PTTO01000358.1,56271
Contig3891,PTTO01000838.1,35424
Contig3892,PTTO01004225.1,25976
Contig3893,PTTO01002336.1,75842
Contig3894,PTTO01002874.1,18750
Contig3895,PTTO01001666.1,14028
Contig3896,PTTO01002119.1,16764
Contig3897,PTTO01000710.1,37821
Contig3898,PTTO01002076.1,28031
Contig3899,PTTO01001446.1,30916
Contig39,PTTO01004351.1,352008
Contig390,PTTO01001654.1,94036
Contig3900,PTTO01000163.1,26594
Contig3901,PTTO01001106.1,4377
Contig3902,PTTO01003419.1,34913
Contig3903,PTTO01004273.1,20067
Contig3904,PTTO01002759.1,27160
Contig3905,PTTO01001364.1,107586
Contig3906,PTTO01001491.1,48038
Contig3907,PTTO01000017.1,16967
Contig3908,PTTO01000755.1,78925
Contig3909,PTTO01003935.1,179508
Contig391,PTTO01001742.1,9890
Contig3910,PTTO01003249.1,69775
Contig3911,PTTO01002814.1,69331
Contig3912,PTTO01004531.1,40767
Contig3913,PTTO01003617.1,1051
Contig3914,PTTO01000655.1,16133
Contig3915,PTTO01000382.1,83704
Contig3916,PTTO01001843.1,30886
Contig3917,PTTO01003157.1,15282
Contig3918,PTTO01002637.1,30757
Contig3919,PTTO01002313.1,48601
Contig392,PTTO01002670.1,24375
Contig3920,PTTO01003992.1,26267
Contig3921,PTTO01000170.1,28601
Contig3922,PTTO01001286.1,12752
Contig3923,PTTO01001925.1,110331
Contig3924,PTTO01001698.1,37655
Contig3925,PTTO01003359.1,57365
Contig3926,PTTO01001850.1,36074
Contig3927,PTTO01001977.1,28878
Contig3928,PTTO01003737.1,62271
Contig3929,PTTO01003226.1,50653
Contig393,PTTO01002876.1,2499
Contig3930,PTTO01003055.1,15362
Contig3931,PTTO01001391.1,25939
Contig3932,PTTO01004343.1,31297
Contig3933,PTTO01002595.1,68095
Contig3934,PTTO01002538.1,21678
Contig3935,PTTO01003224.1,5988
Contig3936,PTTO01000661.1,15639
Contig3937,PTTO01004534.1,34877
Contig3938,PTTO01000030.1,46677
Contig3939,PTTO01000647.1,22519
Contig394,PTTO01001238.1,13333
Contig3940,PTTO01003920.1,17363
Contig3941,PTTO01004456.1,50499
Contig3942,PTTO01003156.1,10054
Contig3943,PTTO01003660.1,127184
Contig3944,PTTO01002123.1,10506
Contig3945,PTTO01002619.1,31385
Contig3946,PTTO01001841.1,12188
Contig3947,PTTO01002472.1,34108
Contig3948,PTTO01000815.1,29075
Contig3949,PTTO01001488.1,39340
Contig395,PTTO01001846.1,46292
Contig3950,PTTO01000607.1,32085
Contig3951,PTTO01000094.1,49256
Contig3952,PTTO01001704.1,23469
Contig3953,PTTO01001090.1,33558
Contig3954,PTTO01001518.1,30877
Contig3955,PTTO01000790.1,28308
Contig3956,PTTO01002245.1,27438
Contig3957,PTTO01001757.1,16965
Contig3958,PTTO01003260.1,56528
Contig3959,PTTO01002705.1,13443
Contig396,PTTO01000256.1,20999
Contig3960,PTTO01001515.1,139982
Contig3961,PTTO01003277.1,45224
Contig3962,PTTO01000481.1,7510
Contig3963,PTTO01001144.1,41957
Contig3964,PTTO01000717.1,30417
Contig3965,PTTO01000260.1,33922
Contig3966,PTTO01003061.1,31782
Contig3967,PTTO01002411.1,64912
Contig3968,PTTO01002827.1,154232
Contig3969,PTTO01002298.1,51189
Contig397,PTTO01001423.1,10061
Contig3970,PTTO01002524.1,23101
Contig3971,PTTO01003246.1,19493
Contig3972,PTTO01003831.1,18085
Contig3973,PTTO01004508.1,24112
Contig3974,PTTO01001591.1,28250
Contig3975,PTTO01002203.1,29426
Contig3976,PTTO01002282.1,66105
Contig3977,PTTO01002842.1,7834
Contig3978,PTTO01004286.1,24475
Contig3979,PTTO01004173.1,5088
Contig398,PTTO01004403.1,28438
Contig3980,PTTO01002366.1,16461
Contig3981,PTTO01004206.1,41280
Contig3982,PTTO01001115.1,52806
Contig3983,PTTO01002887.1,9770
Contig3984,PTTO01002118.1,47289
Contig3985,PTTO01001609.1,15037
Contig3986,PTTO01004293.1,53669
Contig3987,PTTO01003763.1,29730
Contig3988,PTTO01003293.1,32918
Contig3989,PTTO01002774.1,21088
Contig399,PTTO01000432.1,40677
Contig3990,PTTO01001814.1,110176
Contig3991,PTTO01001322.1,16641
Contig3992,PTTO01000592.1,27673
Contig3993,PTTO01000114.1,52887
Contig3994,PTTO01002565.1,24390
Contig3995,PTTO01004330.1,25586
Contig3996,PTTO01001932.1,36635
Contig3997,PTTO01001269.1,28629
Contig3998,PTTO01000160.1,14122
Contig3999,PTTO01001701.1,14670
Contig4,PTTO01001051.1,26306709
Contig40,PTTO01001239.1,341205
Contig400,PTTO01000912.1,63159
Contig4000,PTTO01002311.1,27073
Contig4001,PTTO01003086.1,31554
Contig4002,PTTO01003610.1,37204
Contig4003,PTTO01004188.1,72510
Contig4004,PTTO01000373.1,52501
Contig4005,PTTO01000810.1,11742
Contig4006,PTTO01001579.1,29332
Contig4007,PTTO01001242.1,2534
Contig4008,PTTO01001916.1,301342
Contig4009,PTTO01002462.1,247923
Contig401,PTTO01000770.1,71759
Contig4010,PTTO01001717.1,22248
Contig4011,PTTO01001553.1,31354
Contig4012,PTTO01003254.1,96592
Contig4013,PTTO01002745.1,38783
Contig4014,PTTO01004317.1,14841
Contig4015,PTTO01003818.1,30708
Contig4016,PTTO01000203.1,17741
Contig4017,PTTO01001676.1,8939
Contig4018,PTTO01001284.1,69254
Contig4019,PTTO01003291.1,23168
Contig402,PTTO01001140.1,20312
Contig4020,PTTO01003389.1,40401
Contig4021,PTTO01001445.1,24642
Contig4022,PTTO01004087.1,31784
Contig4023,PTTO01002326.1,35945
Contig4024,PTTO01004328.1,60541
Contig4025,PTTO01004247.1,41960
Contig4026,PTTO01000977.1,20615
Contig4027,PTTO01003785.1,39533
Contig4028,PTTO01001150.1,29282
Contig4029,PTTO01001805.1,29142
Contig403,PTTO01001785.1,192929
Contig4030,PTTO01004376.1,70220
Contig4031,PTTO01003714.1,81927
Contig4032,PTTO01000743.1,10535
Contig4033,PTTO01000155.1,45231
Contig4034,PTTO01000777.1,59933
Contig4035,PTTO01000173.1,9737
Contig4036,PTTO01002699.1,11967
Contig4037,PTTO01001148.1,10467
Contig4038,PTTO01003731.1,21987
Contig404,PTTO01000195.1,70928
Contig4040,PTTO01002452.1,17660
Contig4041,PTTO01003698.1,86398
Contig4042,PTTO01002034.1,63449
Contig4043,PTTO01002663.1,32153
Contig4044,PTTO01000409.1,30903
Contig4045,PTTO01001058.1,17352
Contig4046,PTTO01003403.1,4438
Contig4047,PTTO01004046.1,30690
Contig4048,PTTO01001695.1,13945
Contig4049,PTTO01002415.1,3579
Contig405,PTTO01000785.1,17758
Contig4050,PTTO01003754.1,9401
Contig4051,PTTO01004236.1,47225
Contig4052,PTTO01002314.1,110322
Contig4053,PTTO01002839.1,31753
Contig4054,PTTO01001691.1,29526
Contig4055,PTTO01002217.1,63582
Contig4056,PTTO01000460.1,46159
Contig4057,PTTO01000949.1,12028
Contig4058,PTTO01001420.1,20974
Contig4059,PTTO01002202.1,43755
Contig406,PTTO01003715.1,95834
Contig4060,PTTO01003332.1,32529
Contig4061,PTTO01001405.1,47046
Contig4062,PTTO01001168.1,32467
Contig4063,PTTO01001775.1,17428
Contig4064,PTTO01003641.1,15456
Contig4065,PTTO01004181.1,24123
Contig4066,PTTO01002669.1,61696
Contig4067,PTTO01003051.1,2305
Contig4068,PTTO01001645.1,22538
Contig4069,PTTO01001996.1,41001
Contig407,PTTO01004349.1,25367
Contig4070,PTTO01003686.1,8028
Contig4071,PTTO01004024.1,87488
Contig4072,PTTO01004416.1,47562
Contig4073,PTTO01003025.1,12904
Contig4074,PTTO01004012.1,80234
Contig4075,PTTO01002459.1,5428
Contig4076,PTTO01003298.1,66685
Contig4077,PTTO01001214.1,54897
Contig4078,PTTO01001628.1,23125
Contig4079,PTTO01002169.1,89957
Contig408,PTTO01002531.1,7639
Contig4080,PTTO01001182.1,30519
Contig4081,PTTO01002815.1,8705020
Contig4082,PTTO01002731.1,38239
Contig4083,PTTO01004090.1,32886
Contig4084,PTTO01003692.1,58058
Contig4085,PTTO01001066.1,9006
Contig4086,PTTO01000691.1,27263
Contig4087,PTTO01000169.1,38660
Contig4088,PTTO01003006.1,72082
Contig4089,PTTO01002463.1,2776
Contig409,PTTO01003373.1,21432
Contig4090,PTTO01001585.1,10567
Contig4091,PTTO01000938.1,26966
Contig4092,PTTO01001568.1,17155
Contig4093,PTTO01001279.1,26803
Contig4094,PTTO01002539.1,4761834
Contig4095,PTTO01003056.1,17259
Contig4096,PTTO01003542.1,18528
Contig4097,PTTO01004014.1,81676
Contig4098,PTTO01002111.1,12504
Contig4099,PTTO01001602.1,26207
Contig41,PTTO01001689.1,3964952
Contig410,PTTO01002393.1,31829
Contig4100,PTTO01001048.1,9890
Contig4101,PTTO01001410.1,33276
Contig4102,PTTO01002085.1,15414
Contig4103,PTTO01000401.1,37992
Contig4104,PTTO01000831.1,3672
Contig4105,PTTO01001641.1,67847
Contig4106,PTTO01002172.1,31141
Contig4107,PTTO01002346.1,28371
Contig4108,PTTO01002871.1,19232
Contig4109,PTTO01003650.1,14928
Contig411,PTTO01002907.1,110218
Contig4110,PTTO01003415.1,18692
Contig4111,PTTO01001743.1,57958
Contig4112,PTTO01001101.1,15557
Contig4113,PTTO01003412.1,43765
Contig4114,PTTO01002722.1,24117
Contig4115,PTTO01001085.1,27660
Contig4116,PTTO01003739.1,22659
Contig4117,PTTO01002081.1,27452
Contig4118,PTTO01000189.1,63413
Contig4119,PTTO01003045.1,34442
Contig412,PTTO01001496.1,42579
Contig4120,PTTO01000820.1,33895
Contig4121,PTTO01003334.1,192696
Contig4122,PTTO01002701.1,12533
Contig4123,PTTO01001594.1,25122
Contig4124,PTTO01002830.1,38371
Contig4125,PTTO01000333.1,20582
Contig4126,PTTO01002086.1,109170
Contig4127,PTTO01003639.1,38553
Contig4128,PTTO01000320.1,40074
Contig4129,PTTO01002297.1,89578
Contig413,PTTO01002030.1,36020
Contig4130,PTTO01002724.1,2779
Contig4131,PTTO01002120.1,15789
Contig4132,PTTO01002762.1,8734
Contig4133,PTTO01000264.1,69778
Contig4134,PTTO01001874.1,35948
Contig4135,PTTO01003814.1,26089
Contig4136,PTTO01000865.1,134507
Contig4137,PTTO01003971.1,29845
Contig4138,PTTO01004540.1,77333
Contig4139,PTTO01001668.1,6315
Contig414,PTTO01003177.1,30323
Contig4140,PTTO01001948.1,77541
Contig4141,PTTO01000064.1,20818
Contig4142,PTTO01000626.1,107240
Contig4143,PTTO01004555.1,59905
Contig4144,PTTO01000312.1,61289
Contig4145,PTTO01003244.1,38051
Contig4146,PTTO01004203.1,108457
Contig4147,PTTO01001915.1,263338
Contig4148,PTTO01002322.1,35314
Contig4149,PTTO01000980.1,94017
Contig415,PTTO01002638.1,30596
Contig4150,PTTO01002061.1,72680
Contig4151,PTTO01003717.1,36452
Contig4152,PTTO01003588.1,8575
Contig4153,PTTO01002396.1,88909
Contig4154,PTTO01004065.1,40714
Contig4155,PTTO01001648.1,32590
Contig4156,PTTO01002863.1,49371
Contig4157,PTTO01002206.1,40652
Contig4158,PTTO01001567.1,9105
Contig4159,PTTO01000925.1,69655
Contig416,PTTO01001502.1,37523
Contig4160,PTTO01002764.1,40129
Contig4161,PTTO01001951.1,143235
Contig4162,PTTO01001164.1,3225
Contig4163,PTTO01003756.1,139883
Contig4164,PTTO01000179.1,17290
Contig4165,PTTO01002741.1,359407
Contig4166,PTTO01004354.1,23994
Contig4167,PTTO01002023.1,13670
Contig4168,PTTO01000522.1,23988
Contig4169,PTTO01003569.1,40112
Contig417,PTTO01001992.1,22443
Contig4170,PTTO01002560.1,9755
Contig4171,PTTO01004098.1,8601
Contig4172,PTTO01003580.1,6723
Contig4173,PTTO01001061.1,44843
Contig4174,PTTO01000561.1,114332
Contig4175,PTTO01001958.1,31750
Contig4176,PTTO01001490.1,43880
Contig4177,PTTO01000285.1,30289
Contig4178,PTTO01004450.1,37938
Contig4179,PTTO01001272.1,46104
Contig418,PTTO01003833.1,42433
Contig4180,PTTO01000997.1,11016
Contig4181,PTTO01000259.1,40014
Contig4182,PTTO01003977.1,37647
Contig4183,PTTO01002286.1,34165
Contig4184,PTTO01002726.1,275873
Contig4185,PTTO01001341.1,18894
Contig4186,PTTO01000780.1,58831
Contig4187,PTTO01000678.1,11877
Contig4188,PTTO01000209.1,13933
Contig4189,PTTO01004545.1,48773
Contig419,PTTO01000897.1,9359
Contig4190,PTTO01000461.1,114269
Contig4191,PTTO01000762.1,53631
Contig4192,PTTO01001123.1,7184
Contig4193,PTTO01001763.1,49795
Contig4194,PTTO01002370.1,47265
Contig4195,PTTO01003096.1,8262
Contig4196,PTTO01003748.1,33525
Contig4197,PTTO01000298.1,18961
Contig4198,PTTO01001004.1,52786
Contig4199,PTTO01001605.1,67107
Contig42,PTTO01002800.1,1889523
Contig420,PTTO01001976.1,39924
Contig4200,PTTO01000541.1,58311
Contig4201,PTTO01000973.1,205572
Contig4202,PTTO01001304.1,12329
Contig4203,PTTO01000806.1,20965
Contig4204,PTTO01002749.1,95188
Contig4205,PTTO01001966.1,45586
Contig4206,PTTO01004442.1,51038
Contig4207,PTTO01003918.1,15464
Contig4208,PTTO01000047.1,22297
Contig4209,PTTO01000459.1,82500
Contig421,PTTO01001499.1,12906
Contig4210,PTTO01003054.1,43890
Contig4211,PTTO01002369.1,12645
Contig4212,PTTO01003036.1,38398
Contig4213,PTTO01002364.1,63576
Contig4214,PTTO01004041.1,59216
Contig4215,PTTO01003471.1,136353
Contig4216,PTTO01001054.1,40467
Contig4217,PTTO01000416.1,16477
Contig4218,PTTO01002386.1,34680
Contig4219,PTTO01001475.1,42422
Contig422,PTTO01003555.1,32697
Contig4220,PTTO01000004.1,3746
Contig4221,PTTO01000732.1,22140
Contig4222,PTTO01003563.1,46854
Contig4223,PTTO01004344.1,11415
Contig4224,PTTO01002799.1,50454
Contig4225,PTTO01003340.1,14895
Contig4226,PTTO01002794.1,20142
Contig4227,PTTO01002353.1,109927
Contig4228,PTTO01000757.1,5619
Contig4229,PTTO01001132.1,32025
Contig423,PTTO01003072.1,3501
Contig4230,PTTO01003965.1,14860
Contig4231,PTTO01000908.1,2110
Contig4232,PTTO01004145.1,102710
Contig4233,PTTO01003652.1,54326
Contig4234,PTTO01002841.1,41719
Contig4235,PTTO01002361.1,32864
Contig4236,PTTO01000553.1,24700
Contig4237,PTTO01000090.1,5324
Contig4238,PTTO01004391.1,6658
Contig4239,PTTO01003729.1,36723
Contig424,PTTO01000009.1,15002
Contig4240,PTTO01003695.1,3857377
Contig4241,PTTO01004345.1,10112
Contig4242,PTTO01001650.1,15931
Contig4243,PTTO01002058.1,37194
Contig4244,PTTO01001793.1,42019
Contig4245,PTTO01001050.1,28528
Contig4246,PTTO01000579.1,7668
Contig4247,PTTO01003538.1,37525
Contig4248,PTTO01004175.1,42479
Contig4249,PTTO01002401.1,5004
Contig425,PTTO01004066.1,37312
Contig4250,PTTO01001700.1,45813
Contig4251,PTTO01000533.1,24185
Contig4252,PTTO01001512.1,20907
Contig4253,PTTO01000167.1,64625
Contig4254,PTTO01000704.1,53594
Contig4255,PTTO01000900.1,33892
Contig4256,PTTO01003676.1,76002
Contig4257,PTTO01004130.1,28730
Contig4258,PTTO01002356.1,1641
Contig4259,PTTO01002809.1,16572
Contig426,PTTO01001392.1,17224
Contig4260,PTTO01001057.1,41348
Contig4261,PTTO01003398.1,14360
Contig4262,PTTO01003433.1,42144
Contig4263,PTTO01004033.1,36764
Contig4264,PTTO01003138.1,20786
Contig4265,PTTO01003005.1,6272796
Contig4266,PTTO01003505.1,24509
Contig4267,PTTO01004029.1,3625
Contig4268,PTTO01002495.1,27762
Contig4269,PTTO01003022.1,36390
Contig427,PTTO01001038.1,39923
Contig4270,PTTO01003084.1,22186
Contig4271,PTTO01002421.1,37137
Contig4272,PTTO01004126.1,17765
Contig4273,PTTO01003622.1,32878
Contig4274,PTTO01000828.1,15476
Contig4275,PTTO01000349.1,34915
Contig4276,PTTO01001513.1,74038
Contig4277,PTTO01002002.1,18043
Contig4278,PTTO01002507.1,3015
Contig4279,PTTO01003028.1,16704
Contig428,PTTO01002971.1,49090
Contig4280,PTTO01000845.1,52619
Contig4281,PTTO01000302.1,24152
Contig4282,PTTO01002224.1,34180
Contig4283,PTTO01001538.1,28017
Contig4284,PTTO01000909.1,38280
Contig4285,PTTO01000325.1,15748
Contig4286,PTTO01000207.1,25953
Contig4287,PTTO01004174.1,28071
Contig4288,PTTO01003431.1,72764
Contig4289,PTTO01003368.1,42652
Contig429,PTTO01002025.1,9406
Contig4290,PTTO01004367.1,7083
Contig4291,PTTO01002902.1,28178
Contig4292,PTTO01003091.1,7636
Contig4293,PTTO01001281.1,121010
Contig4294,PTTO01002135.1,31871
Contig4295,PTTO01000339.1,13800
Contig4296,PTTO01000487.1,23646
Contig4297,PTTO01001003.1,9904
Contig4298,PTTO01003845.1,52545
Contig4299,PTTO01004544.1,29942
Contig43,PTTO01003267.1,871029
Contig430,PTTO01000084.1,44517
Contig4300,PTTO01000154.1,13224
Contig4301,PTTO01000642.1,59353
Contig4302,PTTO01004201.1,18367
Contig4303,PTTO01002488.1,5536
Contig4304,PTTO01003318.1,5896
Contig4305,PTTO01001510.1,43680
Contig4306,PTTO01000527.1,53409
Contig4307,PTTO01000996.1,46220
Contig4308,PTTO01000715.1,21793
Contig4309,PTTO01003437.1,19649
Contig431,PTTO01001012.1,15619
Contig4310,PTTO01003063.1,44372
Contig4311,PTTO01003130.1,47987
Contig4312,PTTO01001800.1,17112
Contig4313,PTTO01000165.1,71588
Contig4314,PTTO01001111.1,83912
Contig4315,PTTO01003468.1,25895
Contig4316,PTTO01004287.1,7115
Contig4317,PTTO01002602.1,73753
