discrep_type,seqtype,seqname,placetype,query_start,query_stop,query_length,gap_length,number_masked,number_het,number_chrY,target_name,target_seq_id,target_start,target_stop
Inv,scaffold,Contig1678,unplaced,1,2452159,2452127,0,1189917,0,0,X1,ref|NC_041749.1|,93147776,95600162
Inv,scaffold,Contig168,unplaced,980647,986058,5409,0,2084,0,0,X1,ref|NC_041749.1|,105002668,105008089
Inv,scaffold,Contig169,unplaced,1,365754,365740,0,163303,0,0,X1,ref|NC_041749.1|,48770888,49136734
Inv,scaffold,Contig175,unplaced,1,2698475,2694284,200,1372680,0,0,X1,ref|NC_041749.1|,44965017,47690733
Inv,scaffold,Contig1924,unplaced,1,1682722,1682601,0,842932,0,0,X1,ref|NC_041749.1|,52941139,54624133
Inv,scaffold,Contig2435,unplaced,3566,17468,13900,0,5990,0,0,X1,ref|NC_041749.1|,110310874,110324777
Inv,scaffold,Contig245,unplaced,2860391,2865401,5011,0,2654,0,0,X1,ref|NC_041749.1|,113528079,113533102
Inv,scaffold,Contig2469,unplaced,3,2796545,2774569,0,1134442,0,0,X1,ref|NC_041749.1|,83093596,85869139
Inv,scaffold,Contig257,unplaced,1,1152992,1142631,0,554825,0,0,X1,ref|NC_041749.1|,114685928,115829057
SP Only,scaffold,Contig259,unplaced,1,20297,20220,0,15416,0,0,X1,ref|NC_041749.1|,122759765,122780090
SP,scaffold,Contig29,unplaced,2556781,2562631,5851,0,1739,0,0,X1,ref|NC_041749.1|,43118214,43124067
Inv,scaffold,Contig293,unplaced,1,1387303,1387175,100,632731,0,0,X1,ref|NC_041749.1|,91711356,93105185
SP,scaffold,Contig3009,unplaced,1,6436,6406,0,1465,0,0,X1,ref|NC_041749.1|,81271550,81277976
SP,scaffold,Contig302,unplaced,65389,69273,3884,0,1623,0,0,X1,ref|NC_041749.1|,81944401,81948291
Inv,scaffold,Contig304,unplaced,1,174157,163651,0,86045,0,0,X1,ref|NC_041749.1|,105387881,105570850
SP,scaffold,Contig3079,unplaced,1,25747,25617,0,16160,0,0,X1,ref|NC_041749.1|,122733441,122759245
Inv,scaffold,Contig309,unplaced,1,3291634,3291408,100,1581078,0,0,X1,ref|NC_041749.1|,97785492,101099868
Inv,scaffold,Contig321,unplaced,1,209534,209431,100,96075,0,0,X1,ref|NC_041749.1|,48269173,48485608
Inv,scaffold,Contig3219,unplaced,1,14316,14316,0,10415,0,0,X1,ref|NC_041749.1|,48709648,48723963
Inv,scaffold,Contig329,unplaced,1,499088,496094,100,214042,0,0,X1,ref|NC_041749.1|,81360282,81861199
Inv,scaffold,Contig337,unplaced,4424126,4436978,12852,0,5154,0,0,X1,ref|NC_041749.1|,75902575,75915437
SP Only,scaffold,Contig3375,unplaced,1,24391,24283,0,8295,0,0,X1,ref|NC_041749.1|,122884634,122909094
SP Only,scaffold,Contig3409,unplaced,5,21848,21809,0,12738,0,0,X1,ref|NC_041749.1|,16973445,16995289
SP Only,scaffold,Contig3515,unplaced,1927,3093,1086,0,109,0,0,X1,ref|NC_041749.1|,52954969,52956116
SP Only,scaffold,Contig3683,unplaced,1,31543,31479,0,16856,0,0,X1,ref|NC_041749.1|,916922,948484
SP Only,scaffold,Contig380,unplaced,2,2528,2519,0,1195,0,0,X1,ref|NC_041749.1|,116104965,116107503
SP Only,scaffold,Contig3819,unplaced,1,2422,2419,0,1400,0,0,X1,ref|NC_041749.1|,83071001,83073468
Inv,scaffold,Contig386,unplaced,390700,407713,16381,100,9119,0,0,X1,ref|NC_041749.1|,123562043,123578479
Inv,scaffold,Contig3874,unplaced,50062,51918,1853,0,998,0,0,X1,ref|NC_041749.1|,91658067,91659925
SP Only,scaffold,Contig4095,unplaced,1,10881,10872,0,2461,0,0,X1,ref|NC_041749.1|,83101381,83112334
SP,scaffold,Contig43,unplaced,383854,384967,1109,0,115,0,0,X1,ref|NC_041749.1|,117322808,117323918
SP Only,scaffold,Contig4471,unplaced,1,27605,27576,0,9610,0,0,X1,ref|NC_041749.1|,14509733,14537439
Inv,scaffold,Contig50,unplaced,1,879046,876134,300,421935,0,0,X1,ref|NC_041749.1|,105604384,106526374
Inv,scaffold,Contig584,unplaced,1,116684,116674,0,39421,0,0,X1,ref|NC_041749.1|,106739533,106856313
Inv,scaffold,Contig59,unplaced,2,2078590,2072828,200,961544,0,0,X1,ref|NC_041749.1|,95627097,97759283
Inv,scaffold,Contig685,unplaced,1,156371,156367,0,86520,0,0,X1,ref|NC_041749.1|,48522008,48678434
Inv,scaffold,Contig704,unplaced,1,549552,549542,0,319058,0,0,X1,ref|NC_041749.1|,124466035,125015706
Inv,scaffold,Contig80,unplaced,1,3000613,2961785,200,1272721,0,0,X1,ref|NC_041749.1|,88564663,91580989
Inv,scaffold,Contig86,unplaced,1,3992,3992,0,2212,0,0,X1,ref|NC_041749.1|,121583758,121587753
Inv,scaffold,Contig90,unplaced,1,1109540,1084475,200,573356,0,0,X1,ref|NC_041749.1|,107826213,108911542
Inv,scaffold,Contig94,unplaced,1,238456,235791,100,103611,0,0,X1,ref|NC_041749.1|,110028361,110264327
Inv,scaffold,Contig96,unplaced,1,206529,200850,200,131236,0,0,X1,ref|NC_041749.1|,124154210,124376719
SP Only,scaffold,Contig1087,unplaced,1,14301,14287,0,5864,0,0,X2,ref|NC_041750.1|,27993720,28008131
SP,scaffold,Contig1229,unplaced,390834,392823,1970,0,1692,0,0,X2,ref|NC_041750.1|,15638513,15640484
Inv,scaffold,Contig136,unplaced,1,857981,851994,100,334151,0,0,X2,ref|NC_041750.1|,8410997,9306316
Inv,scaffold,Contig1372,unplaced,1,2091204,2091155,0,998874,0,0,X2,ref|NC_041750.1|,13510635,15602156
Inv,scaffold,Contig140,unplaced,1,710205,689590,0,371143,0,0,X2,ref|NC_041750.1|,12066368,12759027
SP Only,scaffold,Contig1598,unplaced,513850,544426,30535,0,10502,0,0,X2,ref|NC_041750.1|,20033311,20063904
SP Only,scaffold,Contig1660,unplaced,6430,21225,14698,0,13168,0,0,X2,ref|NC_041750.1|,13159763,13174611
Inv,scaffold,Contig171,unplaced,1,1082189,1081464,0,475101,0,0,X2,ref|NC_041750.1|,9322477,10424187
SP Only,scaffold,Contig1726,unplaced,4,28876,28634,0,26072,0,0,X2,ref|NC_041750.1|,13118033,13147090
SP Only,scaffold,Contig1733,unplaced,1,7809,7804,0,5695,0,0,X2,ref|NC_041750.1|,13320971,13328811
Inv,scaffold,Contig195,unplaced,1,728526,728385,100,331371,0,0,X2,ref|NC_041750.1|,10471491,11211262
SP Only,scaffold,Contig2020,unplaced,1,11443,11434,0,7562,0,0,X2,ref|NC_041750.1|,27735229,27746714
SP Only,scaffold,Contig2033,unplaced,1,21426,21379,0,15251,0,0,X2,ref|NC_041750.1|,13095218,13116731
Inv,scaffold,Contig2203,unplaced,2,11278,11263,0,3482,0,0,X2,ref|NC_041750.1|,759112,770480
SP,scaffold,Contig275,unplaced,1832015,1836245,4231,0,1942,0,0,X2,ref|NC_041750.1|,18133037,18137279
SP Only,scaffold,Contig2782,unplaced,2512,8851,6257,0,5459,0,0,X2,ref|NC_041750.1|,13222520,13228950
Inv,scaffold,Contig2811,unplaced,6281,799496,793184,0,319827,0,0,X2,ref|NC_041750.1|,5697182,6490579
SP Only,scaffold,Contig2943,unplaced,1,3958,3954,0,3334,0,0,X2,ref|NC_041750.1|,13316027,13320002
Inv,scaffold,Contig3154,unplaced,1,772021,771994,0,338516,0,0,X2,ref|NC_041750.1|,11250165,12022436
SP Only,scaffold,Contig3322,unplaced,21052,22520,1469,0,700,0,0,X2,ref|NC_041750.1|,13386708,13388179
Inv,scaffold,Contig3405,unplaced,2,746090,743293,0,324901,0,0,X2,ref|NC_041750.1|,1,746485
SP,scaffold,Contig3413,unplaced,7278,14849,7548,0,7143,0,0,X2,ref|NC_041750.1|,13118415,13126004
SP Only,scaffold,Contig3777,unplaced,1,18822,18783,0,17642,0,0,X2,ref|NC_041750.1|,13245235,13264145
SP Only,scaffold,Contig3851,unplaced,1,9209,9178,0,6950,0,0,X2,ref|NC_041750.1|,13401065,13410317
Inv,scaffold,Contig3896,unplaced,11221,16764,5544,0,2918,0,0,X2,ref|NC_041750.1|,11224618,11230183
SP Only,scaffold,Contig431,unplaced,2512,8898,6279,0,5591,0,0,X2,ref|NC_041750.1|,13222520,13228950
SP Only,scaffold,Contig4325,unplaced,1,15026,15012,0,7177,0,0,X2,ref|NC_041750.1|,27981499,27996608
SP,scaffold,Contig4387,unplaced,8444,17258,8634,0,6677,0,0,X2,ref|NC_041750.1|,13465859,13474664
SP Only,scaffold,Contig695,unplaced,1,14715,14671,0,10490,0,0,X2,ref|NC_041750.1|,13316394,13331163
SP Only,scaffold,Contig811,unplaced,2813,7097,4091,0,3828,0,0,X2,ref|NC_041750.1|,13161138,13165421
SP Only,scaffold,Contig841,unplaced,1,10507,10501,0,4156,0,0,X2,ref|NC_041750.1|,27997531,28008131
SP Only,scaffold,Contig1281,unplaced,1,6752,6746,0,3416,0,0,X3,ref|NC_041751.1|,3499698,3506470
SP Only,scaffold,Contig1322,unplaced,4935,8027,3092,0,822,0,0,X3,ref|NC_041751.1|,18143085,18146176
SP Only,scaffold,Contig1491,unplaced,1,18144,18119,0,6910,0,0,X3,ref|NC_041751.1|,18123179,18141356
SP Only,scaffold,Contig1742,unplaced,1,2061,2056,0,687,0,0,X3,ref|NC_041751.1|,31990852,31992917
SP Only,scaffold,Contig1823,unplaced,3,36457,36414,0,14983,0,0,X3,ref|NC_041751.1|,32041091,32077686
Inv,scaffold,Contig183,unplaced,1,11351,11307,0,4572,0,0,X3,ref|NC_041751.1|,33839680,33851034
SP Only,scaffold,Contig1986,unplaced,3,35210,35193,0,14784,0,0,X3,ref|NC_041751.1|,32042443,32077686
SP Only,scaffold,Contig2145,unplaced,1,1403,1402,0,502,0,0,X3,ref|NC_041751.1|,18267025,18268435
SP Only,scaffold,Contig252,unplaced,5,31810,31799,0,12080,0,0,X3,ref|NC_041751.1|,13349983,13381803
Inv,scaffold,Contig265,unplaced,415005,5287469,4863887,0,1945031,0,0,X3,ref|NC_041751.1|,13349983,18233895
SP Only,scaffold,Contig4102,unplaced,1,5301,5299,0,2983,0,0,X3,ref|NC_041751.1|,18180510,18185815
SP Only,scaffold,Contig4109,unplaced,1,13919,13906,0,4356,0,0,X3,ref|NC_041751.1|,18096946,18110898
SP Only,scaffold,Contig4318,unplaced,1,24398,24349,0,8183,0,0,X3,ref|NC_041751.1|,18072558,18096945
SP Only,scaffold,Contig4503,unplaced,1,38319,38292,0,15735,0,0,X3,ref|NC_041751.1|,32042443,32080999
Inv,scaffold,Contig1002,unplaced,217,426,210,0,201,0,0,X4,ref|NC_041752.1|,8249352,8249561
SP Only,scaffold,Contig1132,unplaced,1,7837,7823,0,7251,0,0,X4,ref|NC_041752.1|,8447303,8455178
SP Only,scaffold,Contig1216,unplaced,1,6651,6585,0,5961,0,0,X4,ref|NC_041752.1|,8212727,8219329
SP Only,scaffold,Contig1272,unplaced,1,6302,6260,0,5272,0,0,X4,ref|NC_041752.1|,8204402,8210696
SP Only,scaffold,Contig1374,unplaced,1,7950,7944,0,7086,0,0,X4,ref|NC_041752.1|,7787213,7795197
SP Only,scaffold,Contig1413,unplaced,1,2233,2226,0,799,0,0,X4,ref|NC_041752.1|,5613743,5615978
SP Only,scaffold,Contig1473,unplaced,2954,4303,1345,0,1165,0,0,X4,ref|NC_041752.1|,8233442,8234806
SP Only,scaffold,Contig1475,unplaced,2791,6863,4065,0,1365,0,0,X4,ref|NC_041752.1|,5613743,5617817
SP Only,scaffold,Contig1575,unplaced,14721,24827,10086,0,6009,0,0,X4,ref|NC_041752.1|,8233442,8243567
Inv,scaffold,Contig163,unplaced,1,215057,214848,100,110986,0,0,X4,ref|NC_041752.1|,7377973,7604128
SP Only,scaffold,Contig1832,unplaced,744,2445,1699,0,1519,0,0,X4,ref|NC_041752.1|,7750378,7752113
SP Only,scaffold,Contig1969,unplaced,1535,4969,3421,0,2937,0,0,X4,ref|NC_041752.1|,7121313,7124749
SP Only,scaffold,Contig2105,unplaced,1,6355,6319,0,3416,0,0,X4,ref|NC_041752.1|,7754305,7760739
SP Only,scaffold,Contig2135,unplaced,15116,16491,1375,0,1258,0,0,X4,ref|NC_041752.1|,8233442,8234816
SP Only,scaffold,Contig2228,unplaced,1,2644,2617,0,2459,0,0,X4,ref|NC_041752.1|,8181300,8183940
SP Only,scaffold,Contig2250,unplaced,19914,36211,16219,0,9773,0,0,X4,ref|NC_041752.1|,8233442,8249776
SP Only,scaffold,Contig2263,unplaced,4838,6242,1335,0,1298,0,0,X4,ref|NC_041752.1|,7811783,7813147
SP Only,scaffold,Contig2280,unplaced,5390,15384,9899,0,9092,0,0,X4,ref|NC_041752.1|,8289192,8299233
SP Only,scaffold,Contig2306,unplaced,1,1537,1537,0,614,0,0,X4,ref|NC_041752.1|,7532184,7533723
SP Only,scaffold,Contig2337,unplaced,1,13572,13508,0,11287,0,0,X4,ref|NC_041752.1|,7761850,7775477
SP Only,scaffold,Contig2345,unplaced,1,2287,2269,0,62,0,0,X4,ref|NC_041752.1|,7130169,7132479
SP Only,scaffold,Contig2374,unplaced,1,2298,2271,0,41,0,0,X4,ref|NC_041752.1|,7130169,7132480
SP Only,scaffold,Contig2414,unplaced,1,6897,6866,0,6092,0,0,X4,ref|NC_041752.1|,8612423,8619324
SP Only,scaffold,Contig2431,unplaced,5579,7899,2232,0,2041,0,0,X4,ref|NC_041752.1|,7959397,7961682
SP Only,scaffold,Contig2551,unplaced,1746,4550,2800,0,2701,0,0,X4,ref|NC_041752.1|,8178880,8181711
SP Only,scaffold,Contig2684,unplaced,2832,5677,2841,0,896,0,0,X4,ref|NC_041752.1|,5613743,5616593
SP Only,scaffold,Contig2732,unplaced,1,3861,3849,0,3298,0,0,X4,ref|NC_041752.1|,8298854,8302730
SP Only,scaffold,Contig2749,unplaced,1,14236,14107,0,11835,0,0,X4,ref|NC_041752.1|,8085512,8099907
SP Only,scaffold,Contig277,unplaced,1,11436,11372,0,8095,0,0,X4,ref|NC_041752.1|,7944951,7956706
SP Only,scaffold,Contig2898,unplaced,1,5311,5265,0,4785,0,0,X4,ref|NC_041752.1|,8180001,8185338
SP Only,scaffold,Contig2911,unplaced,9867,16772,6906,0,5975,0,0,X4,ref|NC_041752.1|,8233442,8240376
SP Only,scaffold,Contig3054,unplaced,1,1592,1583,0,1390,0,0,X4,ref|NC_041752.1|,8351617,8353245
SP Only,scaffold,Contig3061,unplaced,1,9803,9736,0,5521,0,0,X4,ref|NC_041752.1|,8193324,8203171
Inv,scaffold,Contig3102,unplaced,1,38080,38056,0,34153,0,0,X4,ref|NC_041752.1|,7830348,7868493
SP,scaffold,Contig311,unplaced,190945,192144,1193,0,215,0,0,X4,ref|NC_041752.1|,5439039,5440240
SP Only,scaffold,Contig3116,unplaced,1,15850,15830,0,9412,0,0,X4,ref|NC_041752.1|,8233442,8249343
SP Only,scaffold,Contig3479,unplaced,1,1026,1014,0,575,0,0,X4,ref|NC_041752.1|,7531170,7532183
SP Only,scaffold,Contig3567,unplaced,1,4510,4505,0,4160,0,0,X4,ref|NC_041752.1|,7769755,7774290
Inv,scaffold,Contig3785,unplaced,58,464,407,0,366,0,0,X4,ref|NC_041752.1|,8202666,8203075
Inv,scaffold,Contig3836,unplaced,116,14935,14777,0,13439,0,0,X4,ref|NC_041752.1|,7894446,7909265
SP Only,scaffold,Contig3939,unplaced,1,18609,18522,0,12464,0,0,X4,ref|NC_041752.1|,8183941,8202665
SP Only,scaffold,Contig3965,unplaced,1,4906,4899,0,4375,0,0,X4,ref|NC_041752.1|,8253787,8258734
SP Only,scaffold,Contig3967,unplaced,1,2767,2761,0,2404,0,0,X4,ref|NC_041752.1|,8542130,8544917
SP Only,scaffold,Contig397,unplaced,5463,10061,4490,0,4247,0,0,X4,ref|NC_041752.1|,8219042,8223571
SP Only,scaffold,Contig3996,unplaced,808,13574,12738,0,11431,0,0,X4,ref|NC_041752.1|,8246165,8259033
SP Only,scaffold,Contig4149,unplaced,5,12976,12890,0,12011,0,0,X4,ref|NC_041752.1|,8170140,8183104
SP Only,scaffold,Contig4180,unplaced,1,11016,10999,0,8639,0,0,X4,ref|NC_041752.1|,8183941,8195024
SP Only,scaffold,Contig4211,unplaced,1,5804,5804,0,4798,0,0,X4,ref|NC_041752.1|,8234817,8240660
SP Only,scaffold,Contig4213,unplaced,4,15081,14961,0,8094,0,0,X4,ref|NC_041752.1|,4968760,4983854
SP,scaffold,Contig4214,unplaced,14192,30333,16096,0,9632,0,0,X4,ref|NC_041752.1|,8233442,8249561
SP Only,scaffold,Contig4266,unplaced,1,3381,3379,0,3065,0,0,X4,ref|NC_041752.1|,8295463,8298852
SP Only,scaffold,Contig4345,unplaced,13072,27994,14915,0,8423,0,0,X4,ref|NC_041752.1|,8234817,8249777
SP Only,scaffold,Contig4354,unplaced,5,8135,8086,0,7202,0,0,X4,ref|NC_041752.1|,8401060,8409188
SP Only,scaffold,Contig4428,unplaced,30754,33996,3218,0,2684,0,0,X4,ref|NC_041752.1|,8309019,8312251
SP Only,scaffold,Contig4488,unplaced,1,3509,3506,0,3040,0,0,X4,ref|NC_041752.1|,7788373,7791916
SP Only,scaffold,Contig4515,unplaced,1,5279,5271,0,4753,0,0,X4,ref|NC_041752.1|,8183941,8189275
Inv,scaffold,Contig471,unplaced,697,4810,4060,0,3288,0,0,X4,ref|NC_041752.1|,7745407,7749633
SP Only,scaffold,Contig486,unplaced,1,3377,3377,0,3060,0,0,X4,ref|NC_041752.1|,8295463,8298852
Inv,scaffold,Contig517,unplaced,1,11058,11058,0,8634,0,0,X4,ref|NC_041752.1|,7952814,7963888
Inv,scaffold,Contig581,unplaced,1,351,347,0,340,0,0,X4,ref|NC_041752.1|,8117136,8117493
SP,scaffold,Contig600,unplaced,1,9724,9666,0,8291,0,0,X4,ref|NC_041752.1|,8460219,8469913
SP Only,scaffold,Contig607,unplaced,2061,3414,1352,0,1212,0,0,X4,ref|NC_041752.1|,8233442,8234806
SP Only,scaffold,Contig665,unplaced,14821,32243,17363,0,10427,0,0,X4,ref|NC_041752.1|,8234817,8252327
Inv,scaffold,Contig706,unplaced,5,1404,1386,0,1325,0,0,X4,ref|NC_041752.1|,8181712,8183104
SP Only,scaffold,Contig731,unplaced,279,14447,14128,0,12940,0,0,X4,ref|NC_041752.1|,7795386,7809653
SP Only,scaffold,Contig769,unplaced,1,5267,5267,0,4620,0,0,X4,ref|NC_041752.1|,8099908,8105202
Inv,scaffold,Contig779,unplaced,6095,144410,138281,0,65364,0,0,X4,ref|NC_041752.1|,7604129,7742720
SP Only,scaffold,Contig795,unplaced,19894,32581,12646,0,6326,0,0,X4,ref|NC_041752.1|,8233442,8246164
Inv,scaffold,Contig84,unplaced,1,523829,522692,0,258386,0,0,X4,ref|NC_041752.1|,3298608,3822635
SP Only,scaffold,Contig846,unplaced,1,6712,6701,0,6293,0,0,X4,ref|NC_041752.1|,8181299,8188038
SP Only,scaffold,Contig946,unplaced,1560,4055,2477,0,1094,0,0,X4,ref|NC_041752.1|,7531170,7533723
SP Only,scaffold,Contig962,unplaced,1,12264,12196,0,10790,0,0,X4,ref|NC_041752.1|,7829944,7842223
SP,scaffold,Contig107,unplaced,326715,330268,3548,0,1973,0,0,X5,ref|NC_041753.1|,53980614,53984175
Inv,scaffold,Contig1103,unplaced,1,117411,117363,0,68452,0,0,X5,ref|NC_041753.1|,9312161,9429654
Inv,scaffold,Contig1127,unplaced,29327,3311433,3253734,0,1771694,0,0,X5,ref|NC_041753.1|,5204645,8467524
Inv,scaffold,Contig151,unplaced,1,6003342,5977019,100,2479146,0,0,X5,ref|NC_041753.1|,47563871,53548455
Inv,scaffold,Contig1541,unplaced,12650,148089,135431,0,70839,0,0,X5,ref|NC_041753.1|,24143766,24279301
Inv,scaffold,Contig174,unplaced,1,3745072,3736661,100,1920430,0,0,X5,ref|NC_041753.1|,64295253,68035840
SP Only,scaffold,Contig1909,unplaced,1,7964,7962,0,5857,0,0,X5,ref|NC_041753.1|,4594429,4602452
SP Only,scaffold,Contig2000,unplaced,1,10511,10487,0,7420,0,0,X5,ref|NC_041753.1|,69512900,69523491
Inv,scaffold,Contig253,unplaced,1,37346,37320,0,26892,0,0,X5,ref|NC_041753.1|,69794357,69831801
SP,scaffold,Contig261,unplaced,606273,609851,3568,0,3390,0,0,X5,ref|NC_041753.1|,40182923,40186512
SP Only,scaffold,Contig2798,unplaced,1,20005,19892,0,15359,0,0,X5,ref|NC_041753.1|,70031962,70051974
Inv,scaffold,Contig286,unplaced,4,174195,174061,100,74080,0,0,X5,ref|NC_041753.1|,13173445,13362012
Inv,scaffold,Contig306,unplaced,1,2000730,2000597,100,887751,0,0,X5,ref|NC_041753.1|,57516712,59526936
SP Only,scaffold,Contig307,unplaced,65080,70809,5685,0,3022,0,0,X5,ref|NC_041753.1|,69843606,69849367
SP,scaffold,Contig33,unplaced,121275,123474,2200,0,1005,0,0,X5,ref|NC_041753.1|,68953753,68955954
SP Only,scaffold,Contig3467,unplaced,1,8413,8346,0,6072,0,0,X5,ref|NC_041753.1|,4594054,4602452
Inv,scaffold,Contig374,unplaced,1,25691,25594,0,16801,0,0,X5,ref|NC_041753.1|,69982796,70008741
Inv,scaffold,Contig375,unplaced,2414,4709328,4705100,100,2179871,0,0,X5,ref|NC_041753.1|,59566404,64272054
Inv,scaffold,Contig4413,unplaced,577,719,143,0,0,0,0,X5,ref|NC_041753.1|,3386357,3386499
Inv,scaffold,Contig46,unplaced,1,7551088,7515720,400,3228207,0,0,X5,ref|NC_041753.1|,31942634,39484553
Inv,scaffold,Contig47,unplaced,1,10672480,10647928,0,4415829,0,0,X5,ref|NC_041753.1|,13425226,24086692
SP,scaffold,Contig574,unplaced,364247,368003,3614,0,2432,0,0,X5,ref|NC_041753.1|,9172139,9175898
Inv,scaffold,Contig741,unplaced,1125351,1148106,22727,0,12545,0,0,X5,ref|NC_041753.1|,55714788,55737632
Inv,scaffold,Contig947,unplaced,1,531116,531105,0,302999,0,0,X5,ref|NC_041753.1|,68079445,68610662
Inv,scaffold,Contig95,unplaced,1,3596309,3593172,100,1628100,0,0,X5,ref|NC_041753.1|,25350822,28993768
Inv,scaffold,Contig108,unplaced,1,61502,61500,0,29084,0,0,Y2,ref|NC_053176.1|,2756108,2817617
SP,scaffold,Contig1256,unplaced,335693,338020,2310,0,853,0,0,Y2,ref|NC_053176.1|,545872,548181
Inv,scaffold,Contig1329,unplaced,140,2131,1992,0,644,0,0,Y2,ref|NC_053176.1|,4346125,4348116
SP Only,scaffold,Contig1499,unplaced,1,1274,1274,0,277,0,0,Y2,ref|NC_053176.1|,4014574,4015847
SP Only,scaffold,Contig1933,unplaced,1,10527,10480,0,3106,0,0,Y2,ref|NC_053176.1|,4002046,4012584
SP Only,scaffold,Contig2323,unplaced,1,4463,4463,0,2046,0,0,Y2,ref|NC_053176.1|,3997583,4002045
Inv,scaffold,Contig2450,unplaced,1,11114,11113,0,6161,0,0,Y2,ref|NC_053176.1|,1632643,1643765
SP Only,scaffold,Contig2587,unplaced,1,5733,5732,0,1354,0,0,Y2,ref|NC_053176.1|,4558030,4563766
SP Only,scaffold,Contig2643,unplaced,1,7398,7390,0,2630,0,0,Y2,ref|NC_053176.1|,3895602,3903016
SP Only,scaffold,Contig2805,unplaced,1,26776,26644,0,16127,0,0,Y2,ref|NC_053176.1|,2180281,2207044
SP Only,scaffold,Contig3247,unplaced,1,2796,2796,0,249,0,0,Y2,ref|NC_053176.1|,4360374,4363169
SP Only,scaffold,Contig993,unplaced,1,10310,10268,0,3156,0,0,Y2,ref|NC_053176.1|,4001670,4011979
SP Only,scaffold,Contig1217,unplaced,1,4460,4447,0,275,0,0,Y3,ref|NC_053177.1|,2257928,2262406
SP Only,scaffold,Contig1441,unplaced,1,5992,5988,0,2498,0,0,Y3,ref|NC_053177.1|,389611,395626
SP Only,scaffold,Contig1582,unplaced,1,4377,4377,0,1556,0,0,Y3,ref|NC_053177.1|,2265227,2269627
SP Only,scaffold,Contig1680,unplaced,1,8982,8973,0,3244,0,0,Y3,ref|NC_053177.1|,2256149,2265227
SP Only,scaffold,Contig1811,unplaced,1,5511,5509,0,2294,0,0,Y3,ref|NC_053177.1|,2195772,2201332
SP Only,scaffold,Contig2531,unplaced,1,10256,10236,0,4318,0,0,Y3,ref|NC_053177.1|,2213277,2223732
SP,scaffold,Contig2563,unplaced,1,7313,7309,0,2671,0,0,Y3,ref|NC_053177.1|,2257928,2265273
SP Only,scaffold,Contig2703,unplaced,370,3903,3511,0,2218,0,0,Y3,ref|NC_053177.1|,2434460,2438037
SP Only,scaffold,Contig3323,unplaced,1,2920,2903,0,220,0,0,Y3,ref|NC_053177.1|,2418894,2421838
SP Only,scaffold,Contig3668,unplaced,1,10796,10742,0,6271,0,0,Y3,ref|NC_053177.1|,2217277,2228060
Inv,scaffold,Contig3700,unplaced,1771,1964,194,0,158,0,0,Y3,ref|NC_053177.1|,37404,37597
SP Only,scaffold,Contig3783,unplaced,1,6197,6197,0,1726,0,0,Y3,ref|NC_053177.1|,2251694,2257927
SP Only,scaffold,Contig3792,unplaced,1,22728,22695,0,14505,0,0,Y3,ref|NC_053177.1|,2283184,2305992
SP Only,scaffold,Contig3999,unplaced,1,14670,14669,0,2797,0,0,Y3,ref|NC_053177.1|,2247705,2262406
SP Only,scaffold,Contig4217,unplaced,1,4465,4464,0,308,0,0,Y3,ref|NC_053177.1|,2257928,2262406
SP Only,scaffold,Contig4312,unplaced,1,17112,17078,0,4902,0,0,Y3,ref|NC_053177.1|,2248053,2265274
SP Only,scaffold,Contig4562,unplaced,1,4330,4325,0,2357,0,0,Y3,ref|NC_053177.1|,2283183,2287533
SP Only,scaffold,Contig522,unplaced,1,34534,34459,0,13105,0,0,Y3,ref|NC_053177.1|,394258,428918
SP Only,scaffold,Contig861,unplaced,843,8968,8095,0,4976,0,0,Y3,ref|NC_053177.1|,2453693,2461824
SP Only,scaffold,Contig1116,unplaced,896,5134,4199,0,1693,0,0,Y4,ref|NC_053178.1|,723522,727774
SP Only,scaffold,Contig1299,unplaced,1,5904,5887,0,2666,0,0,Y4,ref|NC_053178.1|,658331,664262
SP Only,scaffold,Contig2116,unplaced,1,14086,14033,0,8816,0,0,Y4,ref|NC_053178.1|,631058,645201
SP Only,scaffold,Contig2726,unplaced,1,4200,4200,0,2625,0,0,Y4,ref|NC_053178.1|,518131,522334
SP Only,scaffold,Contig279,unplaced,2,1468,1465,0,698,0,0,Y4,ref|NC_053178.1|,662796,664262
Inv,scaffold,Contig3010,unplaced,1,12535,12520,0,8201,0,0,Y4,ref|NC_053178.1|,518131,530727
SP,scaffold,Contig308,unplaced,1,7795,7787,0,4269,0,0,Y4,ref|NC_053178.1|,654966,662795
SP Only,scaffold,Contig4504,unplaced,1,5288,5280,0,4376,0,0,Y4,ref|NC_053178.1|,646332,651630
SP Only,scaffold,Contig4554,unplaced,1,1048,1047,0,249,0,0,Y4,ref|NC_053178.1|,698060,699115
SP Only,scaffold,Contig687,unplaced,1,1676,1676,0,1346,0,0,Y4,ref|NC_053178.1|,715028,716705
Inv,scaffold,Contig76,unplaced,1,94616,94488,0,52506,0,0,Y4,ref|NC_053178.1|,210376,304926
Inv,scaffold,Contig1135,unplaced,15367,47047,31674,0,9820,0,0,Y5,ref|NW_024396670.1|,57045,88795
SP Only,scaffold,Contig1293,unplaced,1,10191,10191,0,7259,0,0,Y5,ref|NW_024396670.1|,519830,530034
SP Only,scaffold,Contig1334,unplaced,1,11392,11390,0,3673,0,0,Y5,ref|NW_024396670.1|,401837,413248
SP,scaffold,Contig1507,unplaced,1,7127,7080,0,4717,0,0,Y5,ref|NW_024396670.1|,48855,55991
