# Assembly name:  ASM296699v1
# Organism name:  Ornithorhynchus anatinus (platypus)
# Isolate:  Pmale09
# Sex:  male
# Taxid:          9258
# BioSample:      SAMN08537700
# BioProject:     PRJNA433451
# Submitter:      BGI
# Date:           2018-03-02
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    PTTO01
# Assembly method: Falcon + Dovetail HiRes v. JULY-2016
# Expected final version: no
# Genome coverage: 90.0x
# Sequencing technology: PacBio; Illumina
# GenBank assembly accession: GCA_002966995.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002967025.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig1240	unplaced-scaffold	na	na	PTTO01000421.1	<>	na	Primary Assembly	148299	na
Contig1241	unplaced-scaffold	na	na	PTTO01001876.1	<>	na	Primary Assembly	39166	na
Contig1242	unplaced-scaffold	na	na	PTTO01001856.1	<>	na	Primary Assembly	541190	na
Contig1243	unplaced-scaffold	na	na	PTTO01001354.1	<>	na	Primary Assembly	7541	na
Contig1244	unplaced-scaffold	na	na	PTTO01002580.1	<>	na	Primary Assembly	60765	na
Contig1245	unplaced-scaffold	na	na	PTTO01004433.1	<>	na	Primary Assembly	77180	na
Contig1246	unplaced-scaffold	na	na	PTTO01000590.1	<>	na	Primary Assembly	49016	na
Contig1247	unplaced-scaffold	na	na	PTTO01000532.1	<>	na	Primary Assembly	221227	na
Contig1248	unplaced-scaffold	na	na	PTTO01001895.1	<>	na	Primary Assembly	97459	na
Contig1249	unplaced-scaffold	na	na	PTTO01001270.1	<>	na	Primary Assembly	32689	na
Contig125	unplaced-scaffold	na	na	PTTO01002899.1	<>	na	Primary Assembly	933814	na
Contig1250	unplaced-scaffold	na	na	PTTO01003041.1	<>	na	Primary Assembly	28551	na
Contig1251	unplaced-scaffold	na	na	PTTO01002514.1	<>	na	Primary Assembly	37221	na
Contig1252	unplaced-scaffold	na	na	PTTO01003863.1	<>	na	Primary Assembly	71556	na
Contig1253	unplaced-scaffold	na	na	PTTO01003537.1	<>	na	Primary Assembly	30293	na
Contig1254	unplaced-scaffold	na	na	PTTO01001973.1	<>	na	Primary Assembly	11038	na
Contig1255	unplaced-scaffold	na	na	PTTO01001483.1	<>	na	Primary Assembly	36282	na
Contig1256	unplaced-scaffold	na	na	PTTO01003008.1	<>	na	Primary Assembly	2993313	na
Contig1257	unplaced-scaffold	na	na	PTTO01002631.1	<>	na	Primary Assembly	65775	na
Contig1258	unplaced-scaffold	na	na	PTTO01002279.1	<>	na	Primary Assembly	55103	na
Contig1259	unplaced-scaffold	na	na	PTTO01003961.1	<>	na	Primary Assembly	25091	na
Contig126	unplaced-scaffold	na	na	PTTO01002255.1	<>	na	Primary Assembly	211203	na
Contig1260	unplaced-scaffold	na	na	PTTO01004493.1	<>	na	Primary Assembly	30874	na
Contig1261	unplaced-scaffold	na	na	PTTO01004100.1	<>	na	Primary Assembly	60572	na
Contig1262	unplaced-scaffold	na	na	PTTO01003149.1	<>	na	Primary Assembly	64996	na
Contig1263	unplaced-scaffold	na	na	PTTO01002776.1	<>	na	Primary Assembly	5831	na
Contig1264	unplaced-scaffold	na	na	PTTO01001903.1	<>	na	Primary Assembly	3630	na
Contig1265	unplaced-scaffold	na	na	PTTO01001271.1	<>	na	Primary Assembly	37815	na
Contig1266	unplaced-scaffold	na	na	PTTO01004232.1	<>	na	Primary Assembly	16448	na
Contig1267	unplaced-scaffold	na	na	PTTO01003578.1	<>	na	Primary Assembly	100162	na
Contig1268	unplaced-scaffold	na	na	PTTO01003032.1	<>	na	Primary Assembly	19427	na
Contig1269	unplaced-scaffold	na	na	PTTO01004435.1	<>	na	Primary Assembly	45283	na
Contig127	unplaced-scaffold	na	na	PTTO01002097.1	<>	na	Primary Assembly	131137	na
Contig1270	unplaced-scaffold	na	na	PTTO01003888.1	<>	na	Primary Assembly	8528	na
Contig1271	unplaced-scaffold	na	na	PTTO01000891.1	<>	na	Primary Assembly	8287	na
Contig1272	unplaced-scaffold	na	na	PTTO01001546.1	<>	na	Primary Assembly	21745	na
Contig1273	unplaced-scaffold	na	na	PTTO01002175.1	<>	na	Primary Assembly	27954	na
Contig1274	unplaced-scaffold	na	na	PTTO01002358.1	<>	na	Primary Assembly	20633	na
Contig1275	unplaced-scaffold	na	na	PTTO01002866.1	<>	na	Primary Assembly	14162	na
Contig1276	unplaced-scaffold	na	na	PTTO01003545.1	<>	na	Primary Assembly	37768	na
Contig1277	unplaced-scaffold	na	na	PTTO01000337.1	<>	na	Primary Assembly	34242	na
Contig1278	unplaced-scaffold	na	na	PTTO01000943.1	<>	na	Primary Assembly	29676	na
Contig1279	unplaced-scaffold	na	na	PTTO01001582.1	<>	na	Primary Assembly	34223	na
Contig128	unplaced-scaffold	na	na	PTTO01001456.1	<>	na	Primary Assembly	8828312	na
Contig1280	unplaced-scaffold	na	na	PTTO01000360.1	<>	na	Primary Assembly	36603	na
Contig1281	unplaced-scaffold	na	na	PTTO01002125.1	<>	na	Primary Assembly	48190	na
Contig1282	unplaced-scaffold	na	na	PTTO01001595.1	<>	na	Primary Assembly	36046	na
Contig1283	unplaced-scaffold	na	na	PTTO01002508.1	<>	na	Primary Assembly	36307	na
Contig1284	unplaced-scaffold	na	na	PTTO01004035.1	<>	na	Primary Assembly	10057	na
Contig1285	unplaced-scaffold	na	na	PTTO01003791.1	<>	na	Primary Assembly	48068	na
Contig1286	unplaced-scaffold	na	na	PTTO01000726.1	<>	na	Primary Assembly	49133	na
Contig1287	unplaced-scaffold	na	na	PTTO01000501.1	<>	na	Primary Assembly	38554	na
Contig1288	unplaced-scaffold	na	na	PTTO01002161.1	<>	na	Primary Assembly	42023	na
Contig1289	unplaced-scaffold	na	na	PTTO01002913.1	<>	na	Primary Assembly	40642	na
Contig129	unplaced-scaffold	na	na	PTTO01003101.1	<>	na	Primary Assembly	119488	na
Contig1290	unplaced-scaffold	na	na	PTTO01004031.1	<>	na	Primary Assembly	55484	na
Contig1291	unplaced-scaffold	na	na	PTTO01002138.1	<>	na	Primary Assembly	54419	na
Contig1292	unplaced-scaffold	na	na	PTTO01000442.1	<>	na	Primary Assembly	31565	na
Contig1293	unplaced-scaffold	na	na	PTTO01003060.1	<>	na	Primary Assembly	10191	na
Contig1294	unplaced-scaffold	na	na	PTTO01001118.1	<>	na	Primary Assembly	35435	na
Contig1295	unplaced-scaffold	na	na	PTTO01004387.1	<>	na	Primary Assembly	36086	na
Contig1296	unplaced-scaffold	na	na	PTTO01002399.1	<>	na	Primary Assembly	13919	na
Contig1297	unplaced-scaffold	na	na	PTTO01000467.1	<>	na	Primary Assembly	23272	na
Contig1298	unplaced-scaffold	na	na	PTTO01000827.1	<>	na	Primary Assembly	178303	na
Contig1299	unplaced-scaffold	na	na	PTTO01001737.1	<>	na	Primary Assembly	5904	na
Contig13	unplaced-scaffold	na	na	PTTO01004194.1	<>	na	Primary Assembly	12215701	na
Contig130	unplaced-scaffold	na	na	PTTO01000479.1	<>	na	Primary Assembly	357939	na
Contig1300	unplaced-scaffold	na	na	PTTO01002606.1	<>	na	Primary Assembly	1361	na
Contig1301	unplaced-scaffold	na	na	PTTO01002248.1	<>	na	Primary Assembly	13093	na
Contig1302	unplaced-scaffold	na	na	PTTO01003911.1	<>	na	Primary Assembly	69845	na
Contig1303	unplaced-scaffold	na	na	PTTO01003663.1	<>	na	Primary Assembly	49788	na
Contig1304	unplaced-scaffold	na	na	PTTO01004164.1	<>	na	Primary Assembly	32637	na
Contig1305	unplaced-scaffold	na	na	PTTO01001355.1	<>	na	Primary Assembly	18249	na
Contig1306	unplaced-scaffold	na	na	PTTO01001854.1	<>	na	Primary Assembly	40161	na
Contig1307	unplaced-scaffold	na	na	PTTO01002630.1	<>	na	Primary Assembly	59392	na
Contig1308	unplaced-scaffold	na	na	PTTO01003281.1	<>	na	Primary Assembly	7759	na
Contig1309	unplaced-scaffold	na	na	PTTO01003931.1	<>	na	Primary Assembly	37103	na
Contig131	unplaced-scaffold	na	na	PTTO01004112.1	<>	na	Primary Assembly	254592	na
Contig1310	unplaced-scaffold	na	na	PTTO01004324.1	<>	na	Primary Assembly	20715	na
Contig1311	unplaced-scaffold	na	na	PTTO01003800.1	<>	na	Primary Assembly	84209	na
Contig1312	unplaced-scaffold	na	na	PTTO01003265.1	<>	na	Primary Assembly	27751	na
Contig1313	unplaced-scaffold	na	na	PTTO01002577.1	<>	na	Primary Assembly	11217	na
Contig1314	unplaced-scaffold	na	na	PTTO01004395.1	<>	na	Primary Assembly	16699	na
Contig1315	unplaced-scaffold	na	na	PTTO01004204.1	<>	na	Primary Assembly	12329	na
Contig1316	unplaced-scaffold	na	na	PTTO01003549.1	<>	na	Primary Assembly	183660	na
Contig1317	unplaced-scaffold	na	na	PTTO01000609.1	<>	na	Primary Assembly	19752	na
Contig1318	unplaced-scaffold	na	na	PTTO01004214.1	<>	na	Primary Assembly	30181	na
Contig1319	unplaced-scaffold	na	na	PTTO01000848.1	<>	na	Primary Assembly	11141	na
Contig132	unplaced-scaffold	na	na	PTTO01003426.1	<>	na	Primary Assembly	150510	na
Contig1320	unplaced-scaffold	na	na	PTTO01001667.1	<>	na	Primary Assembly	19179	na
Contig1321	unplaced-scaffold	na	na	PTTO01001074.1	<>	na	Primary Assembly	34898	na
Contig1322	unplaced-scaffold	na	na	PTTO01002977.1	<>	na	Primary Assembly	46815	na
Contig1323	unplaced-scaffold	na	na	PTTO01002008.1	<>	na	Primary Assembly	12391	na
Contig1324	unplaced-scaffold	na	na	PTTO01003968.1	<>	na	Primary Assembly	41498	na
Contig1325	unplaced-scaffold	na	na	PTTO01003597.1	<>	na	Primary Assembly	102618	na
Contig1326	unplaced-scaffold	na	na	PTTO01001010.1	<>	na	Primary Assembly	67079	na
Contig1327	unplaced-scaffold	na	na	PTTO01000471.1	<>	na	Primary Assembly	39696	na
Contig1328	unplaced-scaffold	na	na	PTTO01002027.1	<>	na	Primary Assembly	66816	na
Contig1329	unplaced-scaffold	na	na	PTTO01001480.1	<>	na	Primary Assembly	23841	na
Contig133	unplaced-scaffold	na	na	PTTO01001075.1	<>	na	Primary Assembly	225919	na
Contig1330	unplaced-scaffold	na	na	PTTO01001108.1	<>	na	Primary Assembly	33789	na
Contig1331	unplaced-scaffold	na	na	PTTO01000415.1	<>	na	Primary Assembly	77244	na
Contig1332	unplaced-scaffold	na	na	PTTO01002496.1	<>	na	Primary Assembly	26947	na
Contig1333	unplaced-scaffold	na	na	PTTO01004329.1	<>	na	Primary Assembly	30554	na
Contig1334	unplaced-scaffold	na	na	PTTO01001199.1	<>	na	Primary Assembly	12078	na
Contig1335	unplaced-scaffold	na	na	PTTO01003000.1	<>	na	Primary Assembly	12318	na
Contig1336	unplaced-scaffold	na	na	PTTO01000488.1	<>	na	Primary Assembly	39732	na
Contig1337	unplaced-scaffold	na	na	PTTO01000107.1	<>	na	Primary Assembly	18272	na
Contig1338	unplaced-scaffold	na	na	PTTO01003760.1	<>	na	Primary Assembly	68971	na
Contig1339	unplaced-scaffold	na	na	PTTO01000987.1	<>	na	Primary Assembly	9797	na
Contig134	unplaced-scaffold	na	na	PTTO01000413.1	<>	na	Primary Assembly	42848	na
Contig1340	unplaced-scaffold	na	na	PTTO01000085.1	<>	na	Primary Assembly	26744	na
Contig1341	unplaced-scaffold	na	na	PTTO01000563.1	<>	na	Primary Assembly	8900	na
Contig1342	unplaced-scaffold	na	na	PTTO01002957.1	<>	na	Primary Assembly	51552	na
Contig1343	unplaced-scaffold	na	na	PTTO01001342.1	<>	na	Primary Assembly	16439	na
Contig1344	unplaced-scaffold	na	na	PTTO01004156.1	<>	na	Primary Assembly	26798	na
Contig1345	unplaced-scaffold	na	na	PTTO01003225.1	<>	na	Primary Assembly	61558	na
Contig1346	unplaced-scaffold	na	na	PTTO01000826.1	<>	na	Primary Assembly	20383	na
Contig1347	unplaced-scaffold	na	na	PTTO01003856.1	<>	na	Primary Assembly	29775	na
Contig1348	unplaced-scaffold	na	na	PTTO01002213.1	<>	na	Primary Assembly	30714	na
Contig1349	unplaced-scaffold	na	na	PTTO01000055.1	<>	na	Primary Assembly	144685	na
Contig135	unplaced-scaffold	na	na	PTTO01002666.1	<>	na	Primary Assembly	2496877	na
Contig1350	unplaced-scaffold	na	na	PTTO01004172.1	<>	na	Primary Assembly	36468	na
Contig1351	unplaced-scaffold	na	na	PTTO01003427.1	<>	na	Primary Assembly	18239	na
Contig1352	unplaced-scaffold	na	na	PTTO01002578.1	<>	na	Primary Assembly	366214	na
Contig1353	unplaced-scaffold	na	na	PTTO01004432.1	<>	na	Primary Assembly	33478	na
Contig1354	unplaced-scaffold	na	na	PTTO01004049.1	<>	na	Primary Assembly	43427	na
Contig1355	unplaced-scaffold	na	na	PTTO01003406.1	<>	na	Primary Assembly	2216101	na
Contig1356	unplaced-scaffold	na	na	PTTO01000011.1	<>	na	Primary Assembly	22366	na
Contig1357	unplaced-scaffold	na	na	PTTO01002193.1	<>	na	Primary Assembly	27314	na
Contig1358	unplaced-scaffold	na	na	PTTO01001505.1	<>	na	Primary Assembly	43240	na
Contig1359	unplaced-scaffold	na	na	PTTO01003158.1	<>	na	Primary Assembly	12492	na
Contig136	unplaced-scaffold	na	na	PTTO01002077.1	<>	na	Primary Assembly	857981	na
Contig1360	unplaced-scaffold	na	na	PTTO01002408.1	<>	na	Primary Assembly	42509	na
Contig1361	unplaced-scaffold	na	na	PTTO01001692.1	<>	na	Primary Assembly	7746	na
Contig1362	unplaced-scaffold	na	na	PTTO01000540.1	<>	na	Primary Assembly	52211	na
Contig1363	unplaced-scaffold	na	na	PTTO01001107.1	<>	na	Primary Assembly	2376	na
Contig1364	unplaced-scaffold	na	na	PTTO01000469.1	<>	na	Primary Assembly	47011	na
Contig1365	unplaced-scaffold	na	na	PTTO01004358.1	<>	na	Primary Assembly	38986	na
Contig1366	unplaced-scaffold	na	na	PTTO01003236.1	<>	na	Primary Assembly	18219	na
Contig1367	unplaced-scaffold	na	na	PTTO01002553.1	<>	na	Primary Assembly	55838	na
Contig1368	unplaced-scaffold	na	na	PTTO01001936.1	<>	na	Primary Assembly	76044	na
Contig1369	unplaced-scaffold	na	na	PTTO01001287.1	<>	na	Primary Assembly	79117	na
Contig137	unplaced-scaffold	na	na	PTTO01003744.1	<>	na	Primary Assembly	189353	na
Contig1370	unplaced-scaffold	na	na	PTTO01002603.1	<>	na	Primary Assembly	84264	na
Contig1371	unplaced-scaffold	na	na	PTTO01003165.1	<>	na	Primary Assembly	17679	na
Contig1372	unplaced-scaffold	na	na	PTTO01003364.1	<>	na	Primary Assembly	2115350	na
Contig1373	unplaced-scaffold	na	na	PTTO01003767.1	<>	na	Primary Assembly	90691	na
Contig1374	unplaced-scaffold	na	na	PTTO01000103.1	<>	na	Primary Assembly	37309	na
Contig1375	unplaced-scaffold	na	na	PTTO01000589.1	<>	na	Primary Assembly	55080	na
Contig1376	unplaced-scaffold	na	na	PTTO01000598.1	<>	na	Primary Assembly	35006	na
Contig1377	unplaced-scaffold	na	na	PTTO01001219.1	<>	na	Primary Assembly	101249	na
Contig1378	unplaced-scaffold	na	na	PTTO01001862.1	<>	na	Primary Assembly	15309	na
Contig1379	unplaced-scaffold	na	na	PTTO01002513.1	<>	na	Primary Assembly	32031	na
Contig138	unplaced-scaffold	na	na	PTTO01002501.1	<>	na	Primary Assembly	5223969	na
Contig1380	unplaced-scaffold	na	na	PTTO01000144.1	<>	na	Primary Assembly	1127	na
Contig1381	unplaced-scaffold	na	na	PTTO01000759.1	<>	na	Primary Assembly	27590	na
Contig1382	unplaced-scaffold	na	na	PTTO01003689.1	<>	na	Primary Assembly	14977	na
Contig1383	unplaced-scaffold	na	na	PTTO01004459.1	<>	na	Primary Assembly	35646	na
Contig1384	unplaced-scaffold	na	na	PTTO01004120.1	<>	na	Primary Assembly	25652	na
Contig1385	unplaced-scaffold	na	na	PTTO01003187.1	<>	na	Primary Assembly	9408	na
Contig1386	unplaced-scaffold	na	na	PTTO01003097.1	<>	na	Primary Assembly	24222	na
Contig1387	unplaced-scaffold	na	na	PTTO01001137.1	<>	na	Primary Assembly	14219	na
Contig1388	unplaced-scaffold	na	na	PTTO01002028.1	<>	na	Primary Assembly	38130	na
Contig1389	unplaced-scaffold	na	na	PTTO01000400.1	<>	na	Primary Assembly	9977	na
Contig139	unplaced-scaffold	na	na	PTTO01000318.1	<>	na	Primary Assembly	21004479	na
Contig1390	unplaced-scaffold	na	na	PTTO01002761.1	<>	na	Primary Assembly	33808	na
Contig1391	unplaced-scaffold	na	na	PTTO01004281.1	<>	na	Primary Assembly	46127	na
Contig1392	unplaced-scaffold	na	na	PTTO01002660.1	<>	na	Primary Assembly	22436	na
Contig1393	unplaced-scaffold	na	na	PTTO01004399.1	<>	na	Primary Assembly	134529	na
Contig1394	unplaced-scaffold	na	na	PTTO01001396.1	<>	na	Primary Assembly	9285	na
Contig1395	unplaced-scaffold	na	na	PTTO01001378.1	<>	na	Primary Assembly	31188	na
Contig1396	unplaced-scaffold	na	na	PTTO01000720.1	<>	na	Primary Assembly	10590	na
Contig1397	unplaced-scaffold	na	na	PTTO01000123.1	<>	na	Primary Assembly	44660	na
Contig1398	unplaced-scaffold	na	na	PTTO01004566.1	<>	na	Primary Assembly	42608	na
Contig1399	unplaced-scaffold	na	na	PTTO01003872.1	<>	na	Primary Assembly	18137	na
Contig14	unplaced-scaffold	na	na	PTTO01003351.1	<>	na	Primary Assembly	201618	na
Contig140	unplaced-scaffold	na	na	PTTO01003117.1	<>	na	Primary Assembly	710205	na
Contig1400	unplaced-scaffold	na	na	PTTO01004060.1	<>	na	Primary Assembly	454	na
Contig1401	unplaced-scaffold	na	na	PTTO01001807.1	<>	na	Primary Assembly	17496	na
Contig1402	unplaced-scaffold	na	na	PTTO01003414.1	<>	na	Primary Assembly	29531	na
Contig1403	unplaced-scaffold	na	na	PTTO01003065.1	<>	na	Primary Assembly	2723	na
Contig1404	unplaced-scaffold	na	na	PTTO01000143.1	<>	na	Primary Assembly	32070	na
Contig1405	unplaced-scaffold	na	na	PTTO01000306.1	<>	na	Primary Assembly	30152	na
Contig1406	unplaced-scaffold	na	na	PTTO01001972.1	<>	na	Primary Assembly	25118	na
Contig1407	unplaced-scaffold	na	na	PTTO01001521.1	<>	na	Primary Assembly	6878	na
Contig1408	unplaced-scaffold	na	na	PTTO01003016.1	<>	na	Primary Assembly	20765	na
Contig1409	unplaced-scaffold	na	na	PTTO01002487.1	<>	na	Primary Assembly	53327	na
Contig141	unplaced-scaffold	na	na	PTTO01003962.1	<>	na	Primary Assembly	600184	na
Contig1410	unplaced-scaffold	na	na	PTTO01001861.1	<>	na	Primary Assembly	218754	na
Contig1411	unplaced-scaffold	na	na	PTTO01001372.1	<>	na	Primary Assembly	32146	na
Contig1412	unplaced-scaffold	na	na	PTTO01003497.1	<>	na	Primary Assembly	38124	na
Contig1413	unplaced-scaffold	na	na	PTTO01000712.1	<>	na	Primary Assembly	28248	na
Contig1414	unplaced-scaffold	na	na	PTTO01002740.1	<>	na	Primary Assembly	24022	na
Contig1415	unplaced-scaffold	na	na	PTTO01004019.1	<>	na	Primary Assembly	28450	na
Contig1416	unplaced-scaffold	na	na	PTTO01001804.1	<>	na	Primary Assembly	34025	na
Contig1417	unplaced-scaffold	na	na	PTTO01001161.1	<>	na	Primary Assembly	38936	na
Contig1418	unplaced-scaffold	na	na	PTTO01000796.1	<>	na	Primary Assembly	40923	na
Contig1419	unplaced-scaffold	na	na	PTTO01002016.1	<>	na	Primary Assembly	4598	na
Contig142	unplaced-scaffold	na	na	PTTO01004499.1	<>	na	Primary Assembly	5527178	na
Contig1420	unplaced-scaffold	na	na	PTTO01003404.1	<>	na	Primary Assembly	17175	na
Contig1421	unplaced-scaffold	na	na	PTTO01000465.1	<>	na	Primary Assembly	15379	na
Contig1422	unplaced-scaffold	na	na	PTTO01002392.1	<>	na	Primary Assembly	32710	na
Contig1423	unplaced-scaffold	na	na	PTTO01004070.1	<>	na	Primary Assembly	55956	na
Contig1424	unplaced-scaffold	na	na	PTTO01001419.1	<>	na	Primary Assembly	8775	na
Contig1425	unplaced-scaffold	na	na	PTTO01003109.1	<>	na	Primary Assembly	18890	na
Contig1426	unplaced-scaffold	na	na	PTTO01001729.1	<>	na	Primary Assembly	35469	na
Contig1427	unplaced-scaffold	na	na	PTTO01002211.1	<>	na	Primary Assembly	20335	na
Contig1428	unplaced-scaffold	na	na	PTTO01003031.1	<>	na	Primary Assembly	55264	na
Contig1429	unplaced-scaffold	na	na	PTTO01001223.1	<>	na	Primary Assembly	82756	na
Contig143	unplaced-scaffold	na	na	PTTO01002561.1	<>	na	Primary Assembly	2467178	na
Contig1430	unplaced-scaffold	na	na	PTTO01003693.1	<>	na	Primary Assembly	5537	na
Contig1431	unplaced-scaffold	na	na	PTTO01003349.1	<>	na	Primary Assembly	47095	na
Contig1432	unplaced-scaffold	na	na	PTTO01004077.1	<>	na	Primary Assembly	82915	na
Contig1433	unplaced-scaffold	na	na	PTTO01001783.1	<>	na	Primary Assembly	27019	na
Contig1434	unplaced-scaffold	na	na	PTTO01001145.1	<>	na	Primary Assembly	8546	na
Contig1435	unplaced-scaffold	na	na	PTTO01000773.1	<>	na	Primary Assembly	60614	na
Contig1436	unplaced-scaffold	na	na	PTTO01000215.1	<>	na	Primary Assembly	30446	na
Contig1437	unplaced-scaffold	na	na	PTTO01003766.1	<>	na	Primary Assembly	35377	na
Contig1438	unplaced-scaffold	na	na	PTTO01000836.1	<>	na	Primary Assembly	46432	na
Contig1439	unplaced-scaffold	na	na	PTTO01004001.1	<>	na	Primary Assembly	10802	na
Contig144	unplaced-scaffold	na	na	PTTO01003242.1	<>	na	Primary Assembly	373231	na
Contig1440	unplaced-scaffold	na	na	PTTO01002012.1	<>	na	Primary Assembly	10973	na
Contig1441	unplaced-scaffold	na	na	PTTO01004266.1	<>	na	Primary Assembly	6295	na
Contig1442	unplaced-scaffold	na	na	PTTO01003601.1	<>	na	Primary Assembly	2329	na
Contig1443	unplaced-scaffold	na	na	PTTO01002403.1	<>	na	Primary Assembly	18089	na
Contig1444	unplaced-scaffold	na	na	PTTO01004108.1	<>	na	Primary Assembly	15249	na
Contig1445	unplaced-scaffold	na	na	PTTO01001412.1	<>	na	Primary Assembly	36214	na
Contig1446	unplaced-scaffold	na	na	PTTO01003202.1	<>	na	Primary Assembly	64378	na
Contig1447	unplaced-scaffold	na	na	PTTO01001715.1	<>	na	Primary Assembly	218241	na
Contig1448	unplaced-scaffold	na	na	PTTO01001227.1	<>	na	Primary Assembly	12664	na
Contig1449	unplaced-scaffold	na	na	PTTO01000692.1	<>	na	Primary Assembly	31894	na
Contig145	unplaced-scaffold	na	na	PTTO01003865.1	<>	na	Primary Assembly	42003	na
Contig1450	unplaced-scaffold	na	na	PTTO01003183.1	<>	na	Primary Assembly	30033	na
Contig1451	unplaced-scaffold	na	na	PTTO01003917.1	<>	na	Primary Assembly	54039	na
Contig1452	unplaced-scaffold	na	na	PTTO01004480.1	<>	na	Primary Assembly	35629	na
Contig1453	unplaced-scaffold	na	na	PTTO01001768.1	<>	na	Primary Assembly	51549	na
Contig1454	unplaced-scaffold	na	na	PTTO01000088.1	<>	na	Primary Assembly	82771	na
Contig1455	unplaced-scaffold	na	na	PTTO01003119.1	<>	na	Primary Assembly	38935	na
Contig1456	unplaced-scaffold	na	na	PTTO01001336.1	<>	na	Primary Assembly	55750	na
Contig1457	unplaced-scaffold	na	na	PTTO01001438.1	<>	na	Primary Assembly	23491	na
Contig1458	unplaced-scaffold	na	na	PTTO01002989.1	<>	na	Primary Assembly	19946	na
Contig1459	unplaced-scaffold	na	na	PTTO01002732.1	<>	na	Primary Assembly	26677	na
Contig146	unplaced-scaffold	na	na	PTTO01004446.1	<>	na	Primary Assembly	8428736	na
Contig1460	unplaced-scaffold	na	na	PTTO01002073.1	<>	na	Primary Assembly	16395	na
Contig1461	unplaced-scaffold	na	na	PTTO01003026.1	<>	na	Primary Assembly	29797	na
Contig1462	unplaced-scaffold	na	na	PTTO01002494.1	<>	na	Primary Assembly	49468	na
Contig1463	unplaced-scaffold	na	na	PTTO01000074.1	<>	na	Primary Assembly	13209	na
Contig1464	unplaced-scaffold	na	na	PTTO01004141.1	<>	na	Primary Assembly	18154	na
Contig1465	unplaced-scaffold	na	na	PTTO01001649.1	<>	na	Primary Assembly	8379	na
Contig1466	unplaced-scaffold	na	na	PTTO01000562.1	<>	na	Primary Assembly	28411	na
Contig1467	unplaced-scaffold	na	na	PTTO01002000.1	<>	na	Primary Assembly	7523	na
Contig1468	unplaced-scaffold	na	na	PTTO01001509.1	<>	na	Primary Assembly	46785	na
Contig1469	unplaced-scaffold	na	na	PTTO01002294.1	<>	na	Primary Assembly	13102	na
Contig147	unplaced-scaffold	na	na	PTTO01004199.1	<>	na	Primary Assembly	172771	na
Contig1470	unplaced-scaffold	na	na	PTTO01001891.1	<>	na	Primary Assembly	69478	na
Contig1471	unplaced-scaffold	na	na	PTTO01002105.1	<>	na	Primary Assembly	31098	na
Contig1472	unplaced-scaffold	na	na	PTTO01002596.1	<>	na	Primary Assembly	58904	na
Contig1473	unplaced-scaffold	na	na	PTTO01003371.1	<>	na	Primary Assembly	37584	na
Contig1474	unplaced-scaffold	na	na	PTTO01003862.1	<>	na	Primary Assembly	11373	na
Contig1475	unplaced-scaffold	na	na	PTTO01003982.1	<>	na	Primary Assembly	16075	na
Contig1476	unplaced-scaffold	na	na	PTTO01000178.1	<>	na	Primary Assembly	70574	na
Contig1477	unplaced-scaffold	na	na	PTTO01004519.1	<>	na	Primary Assembly	9655447	na
Contig1478	unplaced-scaffold	na	na	PTTO01000275.1	<>	na	Primary Assembly	41820	na
Contig1479	unplaced-scaffold	na	na	PTTO01000935.1	<>	na	Primary Assembly	36901	na
Contig148	unplaced-scaffold	na	na	PTTO01000006.1	<>	na	Primary Assembly	18718360	na
Contig1480	unplaced-scaffold	na	na	PTTO01000292.1	<>	na	Primary Assembly	44671	na
Contig1481	unplaced-scaffold	na	na	PTTO01004152.1	<>	na	Primary Assembly	39117	na
Contig1482	unplaced-scaffold	na	na	PTTO01003498.1	<>	na	Primary Assembly	29177	na
Contig1483	unplaced-scaffold	na	na	PTTO01002920.1	<>	na	Primary Assembly	51684	na
Contig1484	unplaced-scaffold	na	na	PTTO01002126.1	<>	na	Primary Assembly	32717	na
Contig1485	unplaced-scaffold	na	na	PTTO01001562.1	<>	na	Primary Assembly	6402	na
Contig1486	unplaced-scaffold	na	na	PTTO01000945.1	<>	na	Primary Assembly	6449	na
Contig1487	unplaced-scaffold	na	na	PTTO01001620.1	<>	na	Primary Assembly	63853	na
Contig1488	unplaced-scaffold	na	na	PTTO01000814.1	<>	na	Primary Assembly	68849	na
Contig1489	unplaced-scaffold	na	na	PTTO01000593.1	<>	na	Primary Assembly	28452	na
Contig149	unplaced-scaffold	na	na	PTTO01000748.1	<>	na	Primary Assembly	2411747	na
Contig1490	unplaced-scaffold	na	na	PTTO01002932.1	<>	na	Primary Assembly	7397	na
Contig1491	unplaced-scaffold	na	na	PTTO01002575.1	<>	na	Primary Assembly	29522	na
